word	anger	fear	joy	love	sadness	surprise	thankfulness	disgust	guilt	totalClassify	correctIfAll	correctIfSingle	trust
raanan	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
beans	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#imannoying	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
built	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#globe	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
outcome	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
chili	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
indianapolis	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
veterans	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
weekends	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
jury	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
shortmyster	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
device	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#bestdecision	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#air	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
limo	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
ditka	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#champsnochumps	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
responses	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#red	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
frustrating	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
tubes	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#contest	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#healthiswealth	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
hatred	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
apology	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
ego	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#stillsick	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
dresses	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
uden	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
hap	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
copy	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
masa	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
dhi	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#redfaction	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
careless	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
vet	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
humble	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
mike	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
hotshots	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
fairly	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
charging	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#mentalhealth	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
haze	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
code	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#doctorwho	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
hit	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
jose	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
benghazi	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
hangry!	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
table	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
cumple	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#canadaswonderland	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#morningroutine	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#yoga	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
celebrated	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
snooping	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
sandman	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#urself	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
xmas	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#rooney	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#onlyatstarbucks	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
museum	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#fitlife	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#tips	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#teamblvgari	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
crappy	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
cheap	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#zumba	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#fuckouttahere	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
straight	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#pooja	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
sauce	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#billionaire	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
childcare	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
práctico	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
speechless	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#stuvoice	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
bowling	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
fbi	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
wa	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
infuriating	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
riddle	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#republicans	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#letitbe	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
follower	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#secret	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
os	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
worried	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
occupy	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
pah	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#vacation	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
amen	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
furry	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
werk	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
ae	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#favor	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#memorable	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
pier	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
necessary	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
mariastsehai	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#my	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
cmt	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
bord	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#nikeplus	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
til	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
engagement	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#instawow	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
risk	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
trash	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
damage	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#shockingnews	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#kimye	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
size	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
ann	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
ca	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
whose	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
parking	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
looked	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
jump	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#hollaback	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
shitty	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
rap	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#eww	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
pizzahutcares	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
coordinators	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
ray	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
dorm	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#laughing	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#cardiff	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
race	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
throne	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#emtbasic	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
winston	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
console	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
hardcore	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#breadoflifeworshipteam	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
yaho	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
juvena	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
sinit	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#unstoppable	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
grab	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#fergsuon	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#darksouls	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#goddaughter	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#tattoos	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#purse	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
melissa	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
bastard	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
difference	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#priceless	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
breeds	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
mamiminho	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
announce	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
lulu	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
fireball	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
ga	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
describe	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#whatslife	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#bloodymary	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
resist	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#detail	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
nobody	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#ultimatecouple	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
haunted	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
noon!	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
kit!!	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#abs	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
municipal	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
bury	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
spoiling	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#wall	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
eyes!	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#awardwinner	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
haired	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#naturebox	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#fast	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#relationships	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#tkmaxx	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
conference	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#yuck	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#waitinglist	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
awkward	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
involved	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
fell	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#seasonal	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
nail	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#lives	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
may	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#ended	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
bare	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
productions	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
created	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#windows	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#piano	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
former	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#facebook	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
mary	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#single	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#houseisnotahome	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
berg	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
rats	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
dress	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
mail	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
forecast	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
bee	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#aging	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
teresa	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#spreadthenancylove	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
intelligence	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
deep	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
seat	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#milfs	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#rhonj	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
lanes	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
ic	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
lead	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
rhyme	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
savage	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#memory	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
julie	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
newsletter	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
suggest	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#holidaze	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#callmecam	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#yolo	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#tweetmyjobs	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
brummies?	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
snagged	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
leapgo	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
american	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
roots	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
tccc	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
confidence	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#bestgame	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
ima	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
guapos	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
mde	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
photographer	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#pieroffear	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#yallnotimportant	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#hehadnoclue	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
dramatic	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#dark	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
ride	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
opening	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#trolling	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#immessy	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
nyc	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
magazine	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
fergs	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
boo	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
minute!	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#remembrancesunday	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
luster	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#mirror	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
tgowdysc	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
competition	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#india	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
breastfeeding	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#relivethenight	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
celebrating	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
proven	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
sampling	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
flags	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
yay!	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
killing	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
takes	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
ghetto	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
credits	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
salon	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#imcompletelysober	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
armory	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
disorder	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#facts	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
punchlines	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#getagripjessica	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#chicagobears	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
inmyheart	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
lie	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#goinginraw	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
trousers	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
british	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
tha	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
sparks	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
kong	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
violet	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
ttpbitlystrrel	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
itsashleybabyy	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
exotic	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#halloween!	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#week	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
kmt	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#funnyfaces	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
aaliyan	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#eating	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
twit	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
butt	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#fireworks	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
beer	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#cantdothis	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#donthateme	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
emmalmellor	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#risk	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#need	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#ipadgames	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
burdensome	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#elonmusk	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#soapboxhashtags	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
ostrich	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
casual	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#progress	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#butt	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
mode	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
where	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
web	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
fingering	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
battles	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
gt	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
gul	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
cäx	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
obviously	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#frozen	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
applegate	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#tellyourstory	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#ph	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
debit	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
oh!	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
jenna	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
?jmwellness	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#pooptalk	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
pedicure	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#minoz	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#bages	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#philosophy	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
scally	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#mexico	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
pos	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#noted	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#caring	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
thumbs	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#cheshire	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
songs	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
lds	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
gabriel	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
arena	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
richards	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
doritos	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#cartoon	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
acceptable	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
shale	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
wuz	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
betcha	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#cuffs	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#socute	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
img	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
football	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
directlineuk	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
odullendirmek	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#nofear	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
bounce	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
qatar	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
jacob	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#scorpions	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
eric	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
doe	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
o!!!	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
bamboozled	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
pino	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
cooking	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#thejungle	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#joniort	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
flat	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#instah	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
frightful	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#win	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#saddayforindiancricket	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
reunion	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
nike	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
gay	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#content	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
carpet	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
spurs	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
taylor	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#shades	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
spewed	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#amigas	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
million	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
club	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
eaten	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
miami	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
angel	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#cranberries	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
candidate	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
bottles	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#bhai	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
termina	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
day!	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
mall	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
bound	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
stephen	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#metro	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
mcc	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
scale	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
bahru	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#positive	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
unique	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#dancemusic	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
stah	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
critique	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
carrey	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#mcflurryday	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#veteransday	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#pleasestayinyourlaneronald	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#sold!	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
director	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
proposal	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
